;;;;;;;;;;;
;;HOc2;LGOc6;;;HOc2;LGOc6;;;HOc2;LGOc6
 	42.461,42 ;1/4/16 10:00;1,153;362,75;;4/1/16 10:00;1,1534;363,25;;4/5/16 22:00;20;8
 	42.461,44 ;1/4/16 10:30;1,1566;363,25;;4/1/16 10:30;1,1569;363,75;;4/5/16 22:30;2;100
 	42.461,46 ;1/4/16 11:00;1,1548;362,75;;4/1/16;1,1552;363;;4/5/16;13;1
 	42.461,48 ;1/4/16 11:30;1,1497;361,25;;4/1/16 11:30;1,1503;361,75;;4/5/16 23:30;1;1
 	42.461,50 ;1/4/16 12:00;1,1548;363;;4/1/16 12:00;1,1551;363,25;;4/6/16 0:00;17;29
 	42.461,52 ;1/4/16 12:30;1,1546;362,75;;4/1/16 12:30;1,155;363,25;;4/6/16 0:30;5;29
 	42.461,54 ;1/4/16 13:00;1,1492;361;;4/1/16 13:00;1,1493;361,5;;4/6/16 1:00;26;26
 	42.461,56 ;1/4/16 13:30;1,1578;363,75;;4/1/16 13:30;1,158;364;;4/6/16 1:30;18;26
 	42.461,58 ;1/4/16 14:00;1,157;363;;4/1/16 14:00;1,1577;363,5;;4/6/16 2:00;27;24
 	42.461,60 ;1/4/16 14:30;1,149;361,25;;4/1/16 14:30;1,1492;361,5;;4/6/16 2:30;48;19
 	42.461,63 ;1/4/16 15:00;1,1505;361,75;;4/1/16 15:00;1,1509;362,25;;4/6/16 3:00;138;21
 	42.461,65 ;1/4/16 15:30;1,1528;362,25;;4/1/16 15:30;1,153;362,75;;4/6/16 3:30;87;159
 	42.461,67 ;1/4/16 16:00;1,1497;361,5;;4/1/16 16:00;1,1501;362;;4/6/16 4:00;234;1008
 	42.461,69 ;1/4/16 16:30;1,1519;361,5;;4/1/16 16:30;1,1523;362,25;;4/6/16 4:30;334;565
 	42.461,71 ;1/4/16 17:00;1,1506;361;;4/1/16 17:00;1,1519;362;;4/6/16 5:00;286;453
 	42.461,73 ;1/4/16 17:30;1,1506;361,25;;4/1/16 17:30;1,1519;362,75;;4/6/16 5:30;199;150
 	42.461,75 ;1/4/16 18:00;1,1506;361;;4/1/16 18:00;1,1519;363,25;;4/6/16 6:00;62;284
 	42.463,77 ;3/4/16 18:30;1,1435;359;;4/3/16 18:30;1,1445;359,75;;4/6/16 6:30;93;82
 	42.463,79 ;3/4/16 19:00;1,1433;359;;4/3/16 19:00;1,1438;359,75;;4/6/16 7:00;69;47
 	42.463,81 ;3/4/16 19:30;1,1443;359,5;;4/3/16 19:30;1,1452;360,25;;4/6/16 7:30;69;132
 	42.463,83 ;3/4/16 20:00;1,1443;359,25;;4/3/16 20:00;1,1452;360;;4/6/16 8:00;256;215
 	42.463,85 ;3/4/16 20:30;1,145;359,25;;4/3/16 20:30;1,1456;360,25;;4/6/16 8:30;527;340
 	42.463,88 ;3/4/16 21:00;1,1436;359;;4/3/16 21:00;1,1445;359,75;;4/6/16 9:00;957;202
 	42.463,90 ;3/4/16 21:30;1,1414;358,5;;4/3/16 21:30;1,1429;359,25;;4/6/16 9:30;1559;285
 	42.463,92 ;3/4/16 22:00;1,1436;359,25;;4/3/16 22:00;1,1442;360;;4/6/16 10:00;2379;204
 	42.463,94 ;3/4/16 22:30;1,1439;359,25;;4/3/16 22:30;1,1448;360,25;;4/6/16 10:30;2526;794
 	42.463,96 ;3/4/16 23:00;1,1434;359,25;;4/3/16 23:00;1,1448;360;;4/6/16 11:00;6112;1977
 	42.463,98 ;3/4/16 23:30;1,1441;359,5;;4/3/16 23:30;1,1454;360,25;;4/6/16 11:30;2908;1679
 	42.464,00 ;4/4/16 0:00;1,1434;359,5;;4/4/16 0:00;1,1448;360;;4/6/16 12:00;3342;706
 	42.464,02 ;4/4/16 0:30;1,1409;358,5;;4/4/16 0:30;1,1425;359,25;;4/6/16 12:30;3335;284
 	42.464,04 ;4/4/16 1:00;1,1416;358,5;;4/4/16 1:00;1,1429;359,25;;4/6/16 13:00;1450;166
 	42.464,06 ;4/4/16 1:30;1,1412;358,5;;4/4/16 1:30;1,1429;359;;4/6/16 13:30;1763;347
 	42.464,08 ;4/4/16 2:00;1,1425;359;;4/4/16 2:00;1,1436;359,5;;4/6/16 14:00;2408;69
 	42.464,10 ;4/4/16 2:30;1,1419;359;;4/4/16 2:30;1,1428;359,5;;4/6/16 14:30;5961;146
 	42.464,13 ;4/4/16 3:00;1,1432;359,5;;4/4/16 3:00;1,1439;360;;4/6/16 15:00;652;126
 	42.464,15 ;4/4/16 3:30;1,1421;359;;4/4/16 3:30;1,1432;359,75;;4/6/16 15:30;308;126
 	42.464,17 ;4/4/16 4:00;1,1416;359;;4/4/16 4:00;1,1424;359,25;;4/6/16 16:00;260;15
 	42.464,19 ;4/4/16 4:30;1,1438;359,5;;4/4/16 4:30;1,1446;360;;4/6/16 16:30;139;15
 	42.464,21 ;4/4/16 5:00;1,147;360,5;;4/4/16 5:00;1,1479;361;;4/6/16 17:00;114;3
 	42.464,23 ;4/4/16 5:30;1,1508;361,75;;4/4/16 5:30;1,1514;362,25;;4/6/16 17:30;114;3
 	42.464,25 ;4/4/16 6:00;1,1528;362,25;;4/4/16 6:00;1,1535;362,75;;4/6/16 18:30;20;3
 	42.464,27 ;4/4/16 6:30;1,1465;360,5;;4/4/16 6:30;1,1472;360,75;;4/6/16 19:00;20;3
 	42.464,29 ;4/4/16 7:00;1,148;360,75;;4/4/16 7:00;1,1487;361,5;;4/6/16 19:30;45;3
 	42.464,31 ;4/4/16 7:30;1,1493;361;;4/4/16 7:30;1,1503;361,75;;4/6/16 20:00;45;3
 	42.464,33 ;4/4/16 8:00;1,1503;361,25;;4/4/16 8:00;1,1506;361,5;;4/6/16 20:30;15;3
 	42.464,35 ;4/4/16 8:30;1,1496;361;;4/4/16 8:30;1,1499;361,5;;4/6/16 21:00;25;3
 	42.464,38 ;4/4/16 9:00;1,141;358,75;;4/4/16 9:00;1,1417;359,25;;4/6/16 21:30;14;3
 	42.464,40 ;4/4/16 9:30;1,1392;358,25;;4/4/16 9:30;1,1393;358,5;;4/6/16 22:00;21;3
 	42.464,42 ;4/4/16 10:00;1,152;361,5;;4/4/16 10:00;1,1525;362;;4/6/16 22:30;32;4
 	42.464,44 ;4/4/16 10:30;1,1484;360,5;;4/4/16 10:30;1,1488;361;;4/6/16 23:00;2;4
 	42.464,46 ;4/4/16 11:00;1,1427;359,25;;4/4/16;1,143;359,5;;4/7/16;10;1
 	42.464,48 ;4/4/16 11:30;1,1323;356,25;;4/4/16 11:30;1,1327;356,5;;4/7/16 0:30;10;1
 	42.464,50 ;4/4/16 12:00;1,1321;356,5;;4/4/16 12:00;1,1324;357;;4/7/16 1:00;6;1
 	42.464,52 ;4/4/16 12:30;1,1309;356,25;;4/4/16 12:30;1,1312;356,75;;4/7/16 1:30;6;1
 	42.464,54 ;4/4/16 13:00;1,122;353,5;;4/4/16 13:00;1,1224;354;;4/7/16 2:00;6;6
 	42.464,56 ;4/4/16 13:30;1,1208;353,25;;4/4/16 13:30;1,1213;353,5;;4/7/16 2:30;78;336
 	42.464,58 ;4/4/16 14:00;1,1164;352;;4/4/16 14:00;1,1168;352,25;;4/7/16 3:00;127;128
 	42.464,60 ;4/4/16 14:30;1,109;349,75;;4/4/16 14:30;1,1091;350;;4/7/16 3:30;175;51
 	42.464,63 ;4/4/16 15:00;1,1113;350,5;;4/4/16 15:00;1,1115;351;;4/7/16 4:00;246;476
 	42.464,65 ;4/4/16 15:30;1,1101;349,75;;4/4/16 15:30;1,1103;350,25;;4/7/16 4:30;472;1571
 	42.464,67 ;4/4/16 16:00;1,1084;349,25;;4/4/16 16:00;1,1088;349,75;;4/7/16 5:00;336;959
 	42.464,69 ;4/4/16 16:30;1,1053;348,75;;4/4/16 16:30;1,1054;349;;4/7/16 5:30;113;788
 	42.464,71 ;4/4/16 17:00;1,1028;347,75;;4/4/16 17:00;1,1041;348,5;;4/7/16 6:00;189;495
 	42.464,73 ;4/4/16 17:30;1,1028;347,75;;4/4/16 17:30;1,1041;348,75;;4/7/16 6:30;129;251
 	42.464,75 ;4/4/16 18:00;1,1028;348,5;;4/4/16 18:00;1,1041;349,5;;4/7/16 7:00;51;112
 	42.464,77 ;4/4/16 18:30;1,1028;348,5;;4/4/16 18:30;1,1032;349,5;;4/7/16 7:30;51;112
 	42.464,79 ;4/4/16 19:00;1,1021;348,5;;4/4/16 19:00;1,1027;349,5;;4/7/16 8:00;293;68
 	42.464,81 ;4/4/16 19:30;1,1016;348,5;;4/4/16 19:30;1,1023;349,5;;4/7/16 8:30;996;420
 	42.464,83 ;4/4/16 20:00;1,1008;348,5;;4/4/16 20:00;1,1012;349,5;;4/7/16 9:00;896;531
 	42.464,85 ;4/4/16 20:30;1,0999;347,25;;4/4/16 20:30;1,1008;347,75;;4/7/16 9:30;2157;1006
 	42.464,88 ;4/4/16 21:00;1,0986;346,75;;4/4/16 21:00;1,0992;347,5;;4/7/16 10:00;2000;318
 	42.464,90 ;4/4/16 21:30;1,0991;347;;4/4/16 21:30;1,0997;347,5;;4/7/16 10:30;2521;1264
 	42.464,92 ;4/4/16 22:00;1,0992;347,25;;4/4/16 22:00;1,1001;347,5;;4/7/16 11:00;1935;167
 	42.464,94 ;4/4/16 22:30;1,1023;348,25;;4/4/16 22:30;1,1037;348,75;;4/7/16 11:30;2263;1618
 	42.464,96 ;4/4/16 23:00;1,1021;348;;4/4/16 23:00;1,1033;348,5;;4/7/16 12:00;1546;1048
 	42.464,98 ;4/4/16 23:30;1,1026;348,5;;4/4/16 23:30;1,1038;349;;4/7/16 12:30;1308;229
 	42.465,00 ;5/4/16 0:00;1,1041;349;;4/5/16 0:00;1,1056;349,5;;4/7/16 13:00;1202;354
 	42.465,02 ;5/4/16 0:30;1,1045;349;;4/5/16 0:30;1,1057;349,5;;4/7/16 13:30;2170;105
 	42.465,04 ;5/4/16 1:00;1,1029;348,25;;4/5/16 1:00;1,1039;348,75;;4/7/16 14:00;1473;659
 	42.465,06 ;5/4/16 1:30;1,1022;348,25;;4/5/16 1:30;1,103;348,75;;4/7/16 14:30;8653;1052
 	42.465,08 ;5/4/16 2:00;1,1038;348,5;;4/5/16 2:00;1,1047;349,25;;4/7/16 15:00;996;101
 	42.465,10 ;5/4/16 2:30;1,1022;348,25;;4/5/16 2:30;1,1027;348,75;;4/7/16 15:30;847;91
 	42.465,13 ;5/4/16 3:00;1,1031;348,75;;4/5/16 3:00;1,104;349,25;;4/7/16 16:00;322;24
 	42.465,15 ;5/4/16 3:30;1,0983;346,25;;4/5/16 3:30;1,099;346,75;;4/7/16 16:30;776;4
 	42.465,17 ;5/4/16 4:00;1,0937;345,25;;4/5/16 4:00;1,0946;345,5;;4/7/16 17:00;437;11
 	42.465,19 ;5/4/16 4:30;1,0974;346;;4/5/16 4:30;1,0981;346,5;;4/7/16 17:30;437;11
 	42.465,21 ;5/4/16 5:00;1,0991;347;;4/5/16 5:00;1,1002;347,25;;4/7/16 18:00;437;11
 	42.465,23 ;5/4/16 5:30;1,0996;347;;4/5/16 5:30;1,1002;347,25;;4/7/16 18:30;176;11
 	42.465,25 ;5/4/16 6:00;1,0956;346;;4/5/16 6:00;1,0963;346,5;;4/7/16 19:00;176;11
 	42.465,27 ;5/4/16 6:30;1,0944;345,75;;4/5/16 6:30;1,0954;346,25;;4/7/16 19:30;77;11
 	42.465,29 ;5/4/16 7:00;1,0985;347,25;;4/5/16 7:00;1,0991;347,5;;4/7/16 20:00;283;11
 	42.465,31 ;5/4/16 7:30;1,1;347,25;;4/5/16 7:30;1,1005;347,75;;4/7/16 20:30;512;126
 	42.465,33 ;5/4/16 8:00;1,1021;347,75;;4/5/16 8:00;1,1024;348,25;;4/7/16 21:00;86;46
 	42.465,35 ;5/4/16 8:30;1,1031;347,75;;4/5/16 8:30;1,1036;348;;4/7/16 21:30;11;9
 	42.465,38 ;5/4/16 9:00;1,0949;346;;4/5/16 9:00;1,0954;346,25;;4/7/16 22:00;2;9
 	42.465,40 ;5/4/16 9:30;1,1003;347,75;;4/5/16 9:30;1,1008;348;;4/7/16 22:30;12;9
 	42.465,42 ;5/4/16 10:00;1,0946;346,25;;4/5/16 10:00;1,095;346,5;;4/7/16 23:00;197;9
 	42.465,44 ;5/4/16 10:30;1,1;347,75;;4/5/16 10:30;1,1004;348,25;;4/7/16 23:30;49;6
 	42.465,46 ;5/4/16 11:00;1,0943;345,75;;4/5/16 11:00;1,0948;346,25;;4/8/16 0:00;49;6
 	42.465,48 ;5/4/16 11:30;1,0938;345,75;;4/5/16;1,0941;346;;4/8/16;49;6
 	42.465,50 ;5/4/16 12:00;1,0922;345,5;;4/5/16 12:00;1,0927;345,75;;4/8/16 1:00;13;50
 	42.465,52 ;5/4/16 12:30;1,0922;345,25;;4/5/16 12:30;1,0925;345,75;;4/8/16 1:30;13;50
 	42.465,54 ;5/4/16 13:00;1,0892;344,5;;4/5/16 13:00;1,0896;345;;4/8/16 2:00;6;50
 	42.465,56 ;5/4/16 13:30;1,0901;344,75;;4/5/16 13:30;1,0906;345,25;;4/8/16 2:30;50;17
 	42.465,58 ;5/4/16 14:00;1,0876;344,25;;4/5/16 14:00;1,088;344,75;;4/8/16 3:00;52;298
 	42.465,60 ;5/4/16 14:30;1,0933;346,25;;4/5/16 14:30;1,0938;346,75;;4/8/16 3:30;190;104
 	42.465,63 ;5/4/16 15:00;1,0957;346,25;;4/5/16 15:00;1,096;346,5;;4/8/16 4:00;148;759
 	42.465,65 ;5/4/16 15:30;1,0949;346;;4/5/16 15:30;1,0954;346,25;;4/8/16 4:30;493;627
 	42.465,67 ;5/4/16 16:00;1,0934;345,5;;4/5/16 16:00;1,0937;346;;4/8/16 5:00;365;535
 	42.465,69 ;5/4/16 16:30;1,095;345,75;;4/5/16 16:30;1,0957;346,25;;4/8/16 5:30;26;544
 	42.465,71 ;5/4/16 17:00;1,1026;348,25;;4/5/16 17:00;1,1036;349,5;;4/8/16 6:00;195;209
 	42.465,73 ;5/4/16 17:30;1,1026;347,25;;4/5/16 17:30;1,1036;348;;4/8/16 6:30;155;383
 	42.465,75 ;5/4/16 18:00;1,1026;347,75;;4/5/16 18:00;1,1036;348,5;;4/8/16 7:00;199;715
 	42.465,77 ;5/4/16 18:30;1,1024;347,75;;4/5/16 18:30;1,1034;348,5;;4/8/16 7:30;339;167
 	42.465,79 ;5/4/16 19:00;1,1033;347,75;;4/5/16 19:00;1,104;348,5;;4/8/16 8:00;380;62
 	42.465,81 ;5/4/16 19:30;1,106;347,75;;4/5/16 19:30;1,1063;348,5;;4/8/16 8:30;1194;35
 	42.465,83 ;5/4/16 20:00;1,1054;347,75;;4/5/16 20:00;1,1075;348,5;;4/8/16 9:00;2546;339
 	42.465,85 ;5/4/16 20:30;1,106;349,75;;4/5/16 20:30;1,1071;350,25;;4/8/16 9:30;5477;386
 	42.465,88 ;5/4/16 21:00;1,1065;349,75;;4/5/16 21:00;1,1075;350,25;;4/8/16 10:00;2805;602
 	42.465,90 ;5/4/16 21:30;1,1045;349,5;;4/5/16 21:30;1,1055;350;;4/8/16 10:30;4187;615
 	42.465,92 ;5/4/16 22:00;1,1065;349,75;;4/5/16 22:00;1,1073;350,25;;4/8/16 11:00;5045;565
 	42.465,94 ;5/4/16 22:30;1,1066;349,5;;4/5/16 22:30;1,107;350;;4/8/16 11:30;3492;1264
 	42.465,96 ;5/4/16 23:00;1,1054;349,5;;4/5/16 23:00;1,1061;349,75;;4/8/16 12:00;4025;1505
 	42.465,98 ;5/4/16 23:30;1,1061;349,25;;4/5/16 23:30;1,1073;350,25;;4/8/16 12:30;2020;1368
 	42.466,00 ;6/4/16 0:00;1,1059;349,5;;4/6/16 0:00;1,1071;350;;4/8/16 13:00;1224;184
 	42.466,02 ;6/4/16 0:30;1,107;350;;4/6/16 0:30;1,1076;350,5;;4/8/16 13:30;1418;340
 	42.466,04 ;6/4/16 1:00;1,1072;350,25;;4/6/16 1:00;1,1076;350,75;;4/8/16 14:00;1668;501
 	42.466,06 ;6/4/16 1:30;1,1064;350;;4/6/16 1:30;1,1075;350,5;;4/8/16 14:30;6142;247
 	42.466,08 ;6/4/16 2:00;1,1047;349,5;;4/6/16 2:00;1,1056;349,75;;4/8/16 15:00;888;71
 	42.466,10 ;6/4/16 2:30;1,1053;349,5;;4/6/16 2:30;1,1063;350;;4/8/16 15:30;666;7
 	42.466,13 ;6/4/16 3:00;1,1031;348,5;;4/6/16 3:00;1,1036;349;;4/8/16 16:00;111;2
 	42.466,15 ;6/4/16 3:30;1,1046;349;;4/6/16 3:30;1,1053;349,5;;4/8/16 16:30;32;5
 	42.466,17 ;6/4/16 4:00;1,1053;349,25;;4/6/16 4:00;1,106;349,75;;4/8/16 17:00;120;2
 	42.466,19 ;6/4/16 4:30;1,1113;350,75;;4/6/16 4:30;1,1119;351;;4/8/16 17:30;120;27
 	42.466,21 ;6/4/16 5:00;1,1122;351,25;;4/6/16 5:00;1,1132;351,5;;4/8/16 18:00;120;7
 	42.466,23 ;6/4/16 5:30;1,1119;351,5;;4/6/16 5:30;1,1123;351,75;;4/10/16 18:30;195;8
 	42.466,25 ;6/4/16 6:00;1,1081;350;;4/6/16 6:00;1,1088;350,5;;4/10/16 19:00;10;8
 	42.466,27 ;6/4/16 6:30;1,1111;351;;4/6/16 6:30;1,1118;351,25;;4/10/16 19:30;24;8
 	42.466,29 ;6/4/16 7:00;1,1127;351,5;;4/6/16 7:00;1,1133;352;;4/10/16 20:00;20;8
 	42.466,31 ;6/4/16 7:30;1,1124;351,5;;4/6/16 7:30;1,1131;351,75;;4/10/16 20:30;9;8
 	42.466,33 ;6/4/16 8:00;1,113;351,5;;4/6/16 8:00;1,1135;351,75;;4/10/16 21:00;21;1
 	42.466,35 ;6/4/16 8:30;1,1131;351,25;;4/6/16 8:30;1,1136;351,5;;4/10/16 21:30;23;5
 	42.466,38 ;6/4/16 9:00;1,1087;350;;4/6/16 9:00;1,1093;350,5;;4/10/16 22:00;11;5
 	42.466,40 ;6/4/16 9:30;1,1126;351;;4/6/16 9:30;1,1129;351,25;;4/10/16 22:30;3;3
 	42.466,42 ;6/4/16 10:00;1,1108;350,75;;4/6/16 10:00;1,1113;351;;4/10/16 23:00;17;3
 	42.466,44 ;6/4/16 10:30;1,1085;349,5;;4/6/16 10:30;1,1088;350;;4/10/16 23:30;6;3
 	42.466,46 ;6/4/16 11:00;1,1316;356,5;;4/6/16 11:00;1,1321;356,75;;4/11/16 0:00;4;80
 	42.466,48 ;6/4/16 11:30;1,1397;358,5;;4/6/16;1,1401;358,75;;4/11/16;1;80
 	42.466,50 ;6/4/16 12:00;1,1509;361,5;;4/6/16 12:00;1,1512;362;;4/11/16 1:00;2;2
 	42.466,52 ;6/4/16 12:30;1,1543;362,25;;4/6/16 12:30;1,1548;362,75;;4/11/16 1:30;2;2
 	42.466,54 ;6/4/16 13:00;1,154;362,25;;4/6/16 13:00;1,1541;362,5;;4/11/16 2:00;15;3
 	42.466,56 ;6/4/16 13:30;1,1526;361,75;;4/6/16 13:30;1,1529;362;;4/11/16 2:30;25;5
 	42.466,58 ;6/4/16 14:00;1,1516;361,5;;4/6/16 14:00;1,1521;362;;4/11/16 3:00;43;209
 	42.466,60 ;6/4/16 14:30;1,1546;362,5;;4/6/16 14:30;1,155;363;;4/11/16 3:30;316;161
 	42.466,63 ;6/4/16 15:00;1,1507;361;;4/6/16 15:00;1,151;361,5;;4/11/16 4:00;109;220
 	42.466,65 ;6/4/16 15:30;1,152;361,5;;4/6/16 15:30;1,1526;362;;4/11/16 4:30;329;217
 	42.466,67 ;6/4/16 16:00;1,1547;362,25;;4/6/16 16:00;1,1552;363;;4/11/16 5:00;145;109
 	42.466,69 ;6/4/16 16:30;1,1543;361,75;;4/6/16 16:30;1,1547;362,25;;4/11/16 5:30;66;56
 	42.466,71 ;6/4/16 17:00;1,1546;362;;4/6/16 17:00;1,155;363;;4/11/16 6:00;62;179
 	42.466,73 ;6/4/16 17:30;1,1546;362;;4/6/16 17:30;1,155;363;;4/11/16 6:30;214;150
 	42.466,75 ;6/4/16 18:00;1,1546;361,75;;4/6/16 18:00;1,155;363;;4/11/16 7:00;118;354
 	42.466,77 ;6/4/16 18:30;1,1525;361,75;;4/6/16 18:30;1,1534;363;;4/11/16 7:30;136;99
 	42.466,79 ;6/4/16 19:00;1,1558;361,75;;4/6/16 19:00;1,1566;363;;4/11/16 8:00;217;65
 	42.466,81 ;6/4/16 19:30;1,1569;361,75;;4/6/16 19:30;1,158;363;;4/11/16 8:30;624;156
 	42.466,83 ;6/4/16 20:00;1,1587;361,75;;4/6/16 20:00;1,1592;363;;4/11/16 9:00;2011;2119
 	42.466,85 ;6/4/16 20:30;1,1625;364,25;;4/6/16 20:30;1,1636;365;;4/11/16 9:30;2378;481
 	42.466,88 ;6/4/16 21:00;1,1624;364,25;;4/6/16 21:00;1,1633;365,25;;4/11/16 10:00;2103;288
 	42.466,90 ;6/4/16 21:30;1,166;365,75;;4/6/16 21:30;1,1669;366,5;;4/11/16 10:30;1667;593
 	42.466,92 ;6/4/16 22:00;1,1644;365,25;;4/6/16 22:00;1,1658;365,75;;4/11/16 11:00;2363;481
 	42.466,94 ;6/4/16 22:30;1,1626;364,5;;4/6/16 22:30;1,1641;365,25;;4/11/16 11:30;4515;2554
 	42.466,96 ;6/4/16 23:00;1,1622;364,5;;4/6/16 23:00;1,1637;365,25;;4/11/16 12:00;1427;1352
 	42.466,98 ;6/4/16 23:30;1,1625;364,5;;4/6/16 23:30;1,1639;365,25;;4/11/16 12:30;949;34
 	42.467,00 ;7/4/16 0:00;1,1631;364,75;;4/7/16 0:00;1,1647;365,5;;4/11/16 13:00;1054;119
 	42.467,02 ;7/4/16 0:30;1,1623;364,75;;4/7/16 0:30;1,1636;365,5;;4/11/16 13:30;1317;201
 	42.467,04 ;7/4/16 1:00;1,1636;365,5;;4/7/16 1:00;1,1651;366;;4/11/16 14:00;1356;239
 	42.467,06 ;7/4/16 1:30;1,1657;366;;4/7/16 1:30;1,167;366,5;;4/11/16 14:30;7024;135
 	42.467,08 ;7/4/16 2:00;1,1639;365,5;;4/7/16 2:00;1,1649;366;;4/11/16 15:00;923;19
 	42.467,10 ;7/4/16 2:30;1,1653;365,75;;4/7/16 2:30;1,1661;366;;4/11/16 15:30;476;19
 	42.467,13 ;7/4/16 3:00;1,1643;365,5;;4/7/16 3:00;1,1653;365,75;;4/11/16 16:00;167;19
 	42.467,15 ;7/4/16 3:30;1,1597;363,75;;4/7/16 3:30;1,1605;364,25;;4/11/16 16:30;185;5
 	42.467,17 ;7/4/16 4:00;1,1593;363,75;;4/7/16 4:00;1,1603;364,25;;4/11/16 17:00;65;2
 	42.467,19 ;7/4/16 4:30;1,1706;367;;4/7/16 4:30;1,1711;367,5;;4/11/16 18:00;65;2
 	42.467,21 ;7/4/16 5:00;1,168;366,25;;4/7/16 5:00;1,1688;366,75;;4/11/16 18:30;65;2
 	42.467,23 ;7/4/16 5:30;1,1631;364,75;;4/7/16 5:30;1,1638;365;;4/11/16 19:00;65;2
 	42.467,25 ;7/4/16 6:00;1,162;364,25;;4/7/16 6:00;1,1625;364,75;;4/11/16 19:30;23;2
 	42.467,27 ;7/4/16 6:30;1,1608;364,25;;4/7/16 6:30;1,1616;364,75;;4/11/16 20:00;12;2
 	42.467,29 ;7/4/16 7:00;1,1588;363,75;;4/7/16 7:00;1,1594;364;;4/11/16 20:30;1;4
 	42.467,31 ;7/4/16 7:30;1,1595;364;;4/7/16 7:30;1,1602;364,5;;4/11/16 21:00;1;4
 	42.467,33 ;7/4/16 8:00;1,1576;363,25;;4/7/16 8:00;1,1581;364;;4/11/16 21:30;4;4
 	42.467,35 ;7/4/16 8:30;1,1515;361,25;;4/7/16 8:30;1,1519;361,5;;4/11/16 22:00;9;4
 	42.467,38 ;7/4/16 9:00;1,1493;360,25;;4/7/16 9:00;1,1497;360,5;;4/11/16 22:30;9;2
 	42.467,40 ;7/4/16 9:30;1,1421;358;;4/7/16 9:30;1,1427;358,25;;4/11/16 23:00;9;2
 	42.467,42 ;7/4/16 10:00;1,1416;357,25;;4/7/16 10:00;1,142;357,75;;4/11/16 23:30;16;5
 	42.467,44 ;7/4/16 10:30;1,13;354;;4/7/16 10:30;1,1304;354,25;;4/12/16 0:00;8;5
 	42.467,46 ;7/4/16 11:00;1,1315;354,5;;4/7/16 11:00;1,1319;354,75;;4/12/16 0:30;8;78
 	42.467,48 ;7/4/16 11:30;1,1235;352,5;;4/7/16;1,1242;352,75;;4/12/16;3;78
 	42.467,50 ;7/4/16 12:00;1,1257;353;;4/7/16 12:00;1,1261;353,5;;4/12/16 1:30;4;78
 	42.467,52 ;7/4/16 12:30;1,125;352,75;;4/7/16 12:30;1,1255;353;;4/12/16 2:00;4;78
 	42.467,54 ;7/4/16 13:00;1,1269;353;;4/7/16 13:00;1,1274;353,25;;4/12/16 2:30;4;30
 	42.467,56 ;7/4/16 13:30;1,1285;353,5;;4/7/16 13:30;1,1289;354;;4/12/16 3:00;63;64
 	42.467,58 ;7/4/16 14:00;1,1319;354,25;;4/7/16 14:00;1,1322;354,75;;4/12/16 3:30;149;789
 	42.467,60 ;7/4/16 14:30;1,1397;356,75;;4/7/16 14:30;1,14;357;;4/12/16 4:00;119;182
 	42.467,63 ;7/4/16 15:00;1,1403;356,75;;4/7/16 15:00;1,1405;357,25;;4/12/16 4:30;409;536
 	42.467,65 ;7/4/16 15:30;1,144;358;;4/7/16 15:30;1,1446;358,5;;4/12/16 5:00;202;906
 	42.467,67 ;7/4/16 16:00;1,1435;357,75;;4/7/16 16:00;1,1439;358,25;;4/12/16 5:30;135;479
 	42.467,69 ;7/4/16 16:30;1,144;358;;4/7/16 16:30;1,1445;358,5;;4/12/16 6:00;196;303
 	42.467,71 ;7/4/16 17:00;1,1462;359;;4/7/16 17:00;1,1464;359,5;;4/12/16 6:30;333;112
 	42.467,73 ;7/4/16 17:30;1,1462;359;;4/7/16 17:30;1,1464;359,75;;4/12/16 7:00;348;128
 	42.467,75 ;7/4/16 18:00;1,1462;359;;4/7/16 18:00;1,1464;359,5;;4/12/16 7:30;356;142
 	42.467,77 ;7/4/16 18:30;1,1492;359;;4/7/16 18:30;1,151;359,5;;4/12/16 8:00;305;63
 	42.467,79 ;7/4/16 19:00;1,1493;359;;4/7/16 19:00;1,1507;359,5;;4/12/16 8:30;370;47
 	42.467,81 ;7/4/16 19:30;1,152;359;;4/7/16 19:30;1,1522;359,5;;4/12/16 9:00;1037;106
 	42.467,83 ;7/4/16 20:00;1,1521;359;;4/7/16 20:00;1,1535;359,5;;4/12/16 9:30;4722;912
 	42.467,85 ;7/4/16 20:30;1,1515;359,5;;4/7/16 20:30;1,1516;360,25;;4/12/16 10:00;3682;937
 	42.467,88 ;7/4/16 21:00;1,1515;359,5;;4/7/16 21:00;1,1528;360;;4/12/16 10:30;3079;1815
 	42.467,90 ;7/4/16 21:30;1,1549;361;;4/7/16 21:30;1,1558;361,25;;4/12/16 11:00;3794;2340
 	42.467,92 ;7/4/16 22:00;1,1547;360,75;;4/7/16 22:00;1,1556;361,25;;4/12/16 11:30;4268;2368
 	42.467,94 ;7/4/16 22:30;1,1548;361;;4/7/16 22:30;1,1559;361,25;;4/12/16 12:00;2794;1975
 	42.467,96 ;7/4/16 23:00;1,1559;361,5;;4/7/16 23:00;1,1567;361,75;;4/12/16 12:30;3475;241
 	42.467,98 ;7/4/16 23:30;1,1558;361,25;;4/7/16 23:30;1,1566;361,5;;4/12/16 13:00;1894;374
 	42.468,00 ;8/4/16 0:00;1,1571;361,5;;4/8/16 0:00;1,1578;362;;4/12/16 13:30;2118;365
